EPOCH,N_EPOCH,TIME:,LR,BATCH_SIZE,N_PARAM,FRAME_LENGTH,BACKBONE,HIDDEN_SIZE,TRAIN_LOSS,VAL_LOSS,VAL_NMSE,VAL_MAIN_METRICS,VAL_REDUCTION_LEVEL,TEST_LOSS,TEST_NMSE,TEST_MAIN_METRICS,TEST_REDUCTION_LEVEL
50,100,0.90859793,0.00006250,64,34,50,linear,8,25247810214396215469015040.00000000,27433760284590896152838144.00000000,209.14114,-198.30996126,-198.79022626,24453126153788869947949056.00000000,209.55771,-198.95428637,-199.25914614
51,100,0.92652720,0.00006250,64,34,50,linear,8,25172909006770970130644992.00000000,27356048763494376239267840.00000000,209.12881,-198.29766018,-198.77792972,24383390543661220201758720.00000000,209.54532,-198.94191716,-199.24677168
52,100,0.94403031,0.00006250,64,34,50,linear,8,25101550593072392231190528.00000000,27278353383298920821555200.00000000,209.11649,-198.28531477,-198.76558892,24313749473096948217020416.00000000,209.5329,-198.92951485,-199.23436420
53,100,0.96151897,0.00006250,64,34,50,linear,8,25055791584911307634114560.00000000,27200692590748603609251840.00000000,209.1041,-198.27293156,-198.75321039,24244205247939063207428096.00000000,209.52045,-198.91708292,-199.22192719
54,100,0.97909385,0.00006250,64,34,50,linear,8,24962451937099464245772288.00000000,27123707410199986009276416.00000000,209.09178,-198.26081424,-198.74109909,24175110662167974868156416.00000000,209.50809,-198.90491881,-199.20975636
55,100,0.99635832,0.00006250,64,34,50,linear,8,24887659531687417526353920.00000000,27047360948164920602525696.00000000,209.07953,-198.24887380,-198.72916453,24106465715783683199205376.00000000,209.49574,-198.89292814,-199.19775762
56,100,1.01358242,0.00003125,64,34,50,linear,8,24844950221582399780683776.00000000,27009217693106507677171712.00000000,209.07341,-198.24272235,-198.72301412,24072521400845048410537984.00000000,209.48961,-198.88678063,-199.19160934
57,100,1.03072133,0.00003125,64,34,50,linear,8,24798267003220587064590336.00000000,26971104414007214529839104.00000000,209.06726,-198.23656667,-198.71685950,24038600144336505758810112.00000000,209.48347,-198.88062876,-199.18545666
58,100,1.04865710,0.00003125,64,34,50,linear,8,24769621178998152711110656.00000000,26933018805024031946833920.00000000,209.06113,-198.23040659,-198.71070046,24004701946258055244021760.00000000,209.47736,-198.87447261,-199.17929972
59,100,1.06581018,0.00003125,64,34,50,linear,8,24732515949360454131777536.00000000,26894953948627932287074304.00000000,209.05496,-198.22424234,-198.70453723,23970826806609696866172928.00000000,209.47119,-198.86831223,-199.17313856
60,100,1.08296936,0.00003125,64,34,50,linear,8,24702124382054264640372736.00000000,26856921374033961619030016.00000000,209.04883,-198.21807367,-198.69836964,23936981642920458266345472.00000000,209.46506,-198.86214750,-199.16697301
61,100,1.10082912,0.00003125,64,34,50,linear,8,24661889480689315783639040.00000000,26818916469556101515313152.00000000,209.04265,-198.21190067,-198.69219774,23903154925975293376069632.00000000,209.45892,-198.85597836,-199.16080306
62,100,1.12137291,0.00003125,64,34,50,linear,8,24640411458282015325945856.00000000,26780939235194351975923712.00000000,209.0365,-198.20572340,-198.68602146,23869353573303229836427264.00000000,209.45277,-198.84980502,-199.15462892
63,100,1.13920598,0.00003125,64,34,50,linear,8,24596489568989329695440896.00000000,26742985059262694573473792.00000000,209.03033,-198.19954181,-198.67984098,23835575279061258433724416.00000000,209.44662,-198.84362729,-199.14845043
64,100,1.15669270,0.00003125,64,34,50,linear,8,24564534070667739482030080.00000000,26705063165133166162739200.00000000,209.02415,-198.19335578,-198.67365597,23801824654935397595348992.00000000,209.44046,-198.83744525,-199.14226757
65,100,1.17442313,0.00003125,64,34,50,linear,8,24535720538149780897923072.00000000,26667164329433729888944128.00000000,209.01797,-198.18716547,-198.66746675,23768097089239628893913088.00000000,209.4343,-198.83125898,-199.13608046
66,100,1.19184630,0.00003125,64,34,50,linear,8,24493913336580125220667392.00000000,26629293163850404179476480.00000000,209.01181,-198.18097088,-198.66127325,23734392581973952329416704.00000000,209.42813,-198.82506822,-199.12988890
67,100,1.20916650,0.00001563,64,34,50,linear,8,24486565382773497644711936.00000000,26608309992466559564513280.00000000,209.00836,-198.17757337,-198.65787498,23715784428889597819224064.00000000,209.42468,-198.82167943,-199.12650086
68,100,1.22617400,0.00001563,64,34,50,linear,8,24445377649080782670528512.00000000,26587336044454751804325888.00000000,209.00491,-198.17417446,-198.65447537,23697185499177280163807232.00000000,209.42126,-198.81828946,-199.12311165
69,100,1.24363115,0.00001563,64,34,50,linear,8,24420742482237907900825600.00000000,26566366708128962471526400.00000000,209.00146,-198.17077433,-198.65107451,23678591181150980935778304.00000000,209.41783,-198.81489806,-199.11972101
70,100,1.26114577,0.00001563,64,34,50,linear,8,24399703491989282236661760.00000000,26545406595175209993502720.00000000,208.99803,-198.16737279,-198.64767226,23660006086496718562525184.00000000,209.4144,-198.81150531,-199.11632900
71,100,1.27913924,0.00001563,64,34,50,linear,8,24386150788363637485469696.00000000,26524455705593494370254848.00000000,208.99457,-198.16396993,-198.64426861,23641430215214493044047872.00000000,209.41098,-198.80811128,-199.11293572
