EPOCH,N_EPOCH,TIME:,LR,BATCH_SIZE,N_PARAM,FRAME_LENGTH,BACKBONE,HIDDEN_SIZE,TRAIN_LOSS,VAL_LOSS,VAL_NMSE,VAL_MAIN_METRICS,VAL_REDUCTION_LEVEL,TEST_LOSS,TEST_NMSE,TEST_MAIN_METRICS,TEST_REDUCTION_LEVEL
0,1,0.15464878,0.00100000,64,402,50,lstm,8,29144.02870390,34107.44921875,-0.018617446,0.01758316,0.05849043,28323.25781250,-0.020468775,0.01882585,0.05086606
